#,"Register Name","Register Address","Field Name","Field Bit Position","Default Value",Property,"No Test","Read Data",Result
REGISTER,reg513,0x00001008,,,,,,,
FIELD,,,reg513_f1,[31:16],1'b1,,,,
FIELD,,,reg513_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg514,0x00001010,,,,,,,
FIELD,,,reg514_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg515,0x00001018,,,,,,,
FIELD,,,reg515_f1,31,0,,,,
FIELD,,,reg515_f2,[28:26],2,,,,
FIELD,,,reg515_f3,[25:19],83,,,,
FIELD,,,reg515_f4,[18:6],3072,,,,
FIELD,,,reg515_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg516,0x00001020,,,,,,,
FIELD,,,reg516_f1,31,0,,,,
FIELD,,,reg516_f2,30,1,,,,
FIELD,,,reg516_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg517,0x00001028,,,,,,,
FIELD,,,reg517_f1,[31:24],0,WO,,,
FIELD,,,reg517_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg518,0x00001030,,,,,,,
FIELD,,,reg518_f1,[31:22],0,,,,
FIELD,,,reg518_f2,[21:12],0,,,,
FIELD,,,reg518_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg519,0x00001038,,,,,,,
FIELD,,,reg519_f1,31,1,,,,
FIELD,,,reg519_f2,30,1,,,,
FIELD,,,reg519_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg520,0x00001040,,,,,,,
FIELD,,,reg520_f1,[31:30],2'b0,RO,,,
FIELD,,,reg520_f2,29,1,RO,,,
FIELD,,,reg520_f3,28,1,RO,,,
FIELD,,,reg520_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg521,0x00001048,,,,,,,
FIELD,,,reg521_f1,[31:28],4'b0,,,,
FIELD,,,reg521_f2,27,1'b0,,,,
FIELD,,,reg521_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg522,0x00001050,,,,,,,
FIELD,,,reg522_f1,[31:30],1'b1,RO,,,
FIELD,,,reg522_f2,[29:15],0,,,,
FIELD,,,reg522_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg523,0x00001058,,,,,,,
FIELD,,,reg523_f1,[31:16],1'b1,,,,
FIELD,,,reg523_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg524,0x00001060,,,,,,,
FIELD,,,reg524_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg525,0x00001068,,,,,,,
FIELD,,,reg525_f1,31,0,,,,
FIELD,,,reg525_f2,[28:26],2,,,,
FIELD,,,reg525_f3,[25:19],83,,,,
FIELD,,,reg525_f4,[18:6],3072,,,,
FIELD,,,reg525_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg526,0x00001070,,,,,,,
FIELD,,,reg526_f1,31,0,,,,
FIELD,,,reg526_f2,30,1,,,,
FIELD,,,reg526_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg527,0x00001078,,,,,,,
FIELD,,,reg527_f1,[31:24],0,WO,,,
FIELD,,,reg527_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg528,0x00001080,,,,,,,
FIELD,,,reg528_f1,[31:22],0,,,,
FIELD,,,reg528_f2,[21:12],0,,,,
FIELD,,,reg528_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg529,0x00001088,,,,,,,
FIELD,,,reg529_f1,31,1,,,,
FIELD,,,reg529_f2,30,1,,,,
FIELD,,,reg529_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg530,0x00001090,,,,,,,
FIELD,,,reg530_f1,[31:30],2'b0,RO,,,
FIELD,,,reg530_f2,29,1,RO,,,
FIELD,,,reg530_f3,28,1,RO,,,
FIELD,,,reg530_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg531,0x00001098,,,,,,,
FIELD,,,reg531_f1,[31:28],4'b0,,,,
FIELD,,,reg531_f2,27,1'b0,,,,
FIELD,,,reg531_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg532,0x000010a0,,,,,,,
FIELD,,,reg532_f1,[31:30],1'b1,RO,,,
FIELD,,,reg532_f2,[29:15],0,,,,
FIELD,,,reg532_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg533,0x000010a8,,,,,,,
FIELD,,,reg533_f1,[31:16],1'b1,,,,
FIELD,,,reg533_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg534,0x000010b0,,,,,,,
FIELD,,,reg534_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg535,0x000010b8,,,,,,,
FIELD,,,reg535_f1,31,0,,,,
FIELD,,,reg535_f2,[28:26],2,,,,
FIELD,,,reg535_f3,[25:19],83,,,,
FIELD,,,reg535_f4,[18:6],3072,,,,
FIELD,,,reg535_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg536,0x000010c0,,,,,,,
FIELD,,,reg536_f1,31,0,,,,
FIELD,,,reg536_f2,30,1,,,,
FIELD,,,reg536_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg537,0x000010c8,,,,,,,
FIELD,,,reg537_f1,[31:24],0,WO,,,
FIELD,,,reg537_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg538,0x000010d0,,,,,,,
FIELD,,,reg538_f1,[31:22],0,,,,
FIELD,,,reg538_f2,[21:12],0,,,,
FIELD,,,reg538_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg539,0x000010d8,,,,,,,
FIELD,,,reg539_f1,31,1,,,,
FIELD,,,reg539_f2,30,1,,,,
FIELD,,,reg539_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg540,0x000010e0,,,,,,,
FIELD,,,reg540_f1,[31:30],2'b0,RO,,,
FIELD,,,reg540_f2,29,1,RO,,,
FIELD,,,reg540_f3,28,1,RO,,,
FIELD,,,reg540_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg541,0x000010e8,,,,,,,
FIELD,,,reg541_f1,[31:28],4'b0,,,,
FIELD,,,reg541_f2,27,1'b0,,,,
FIELD,,,reg541_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg542,0x000010f0,,,,,,,
FIELD,,,reg542_f1,[31:30],1'b1,RO,,,
FIELD,,,reg542_f2,[29:15],0,,,,
FIELD,,,reg542_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg543,0x000010f8,,,,,,,
FIELD,,,reg543_f1,[31:16],1'b1,,,,
FIELD,,,reg543_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg544,0x00001100,,,,,,,
FIELD,,,reg544_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg545,0x00001108,,,,,,,
FIELD,,,reg545_f1,31,0,,,,
FIELD,,,reg545_f2,[28:26],2,,,,
FIELD,,,reg545_f3,[25:19],83,,,,
FIELD,,,reg545_f4,[18:6],3072,,,,
FIELD,,,reg545_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg546,0x00001110,,,,,,,
FIELD,,,reg546_f1,31,0,,,,
FIELD,,,reg546_f2,30,1,,,,
FIELD,,,reg546_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg547,0x00001118,,,,,,,
FIELD,,,reg547_f1,[31:24],0,WO,,,
FIELD,,,reg547_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg548,0x00001120,,,,,,,
FIELD,,,reg548_f1,[31:22],0,,,,
FIELD,,,reg548_f2,[21:12],0,,,,
FIELD,,,reg548_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg549,0x00001128,,,,,,,
FIELD,,,reg549_f1,31,1,,,,
FIELD,,,reg549_f2,30,1,,,,
FIELD,,,reg549_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg550,0x00001130,,,,,,,
FIELD,,,reg550_f1,[31:30],2'b0,RO,,,
FIELD,,,reg550_f2,29,1,RO,,,
FIELD,,,reg550_f3,28,1,RO,,,
FIELD,,,reg550_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg551,0x00001138,,,,,,,
FIELD,,,reg551_f1,[31:28],4'b0,,,,
FIELD,,,reg551_f2,27,1'b0,,,,
FIELD,,,reg551_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg552,0x00001140,,,,,,,
FIELD,,,reg552_f1,[31:30],1'b1,RO,,,
FIELD,,,reg552_f2,[29:15],0,,,,
FIELD,,,reg552_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg553,0x00001148,,,,,,,
FIELD,,,reg553_f1,[31:16],1'b1,,,,
FIELD,,,reg553_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg554,0x00001150,,,,,,,
FIELD,,,reg554_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg555,0x00001158,,,,,,,
FIELD,,,reg555_f1,31,0,,,,
FIELD,,,reg555_f2,[28:26],2,,,,
FIELD,,,reg555_f3,[25:19],83,,,,
FIELD,,,reg555_f4,[18:6],3072,,,,
FIELD,,,reg555_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg556,0x00001160,,,,,,,
FIELD,,,reg556_f1,31,0,,,,
FIELD,,,reg556_f2,30,1,,,,
FIELD,,,reg556_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg557,0x00001168,,,,,,,
FIELD,,,reg557_f1,[31:24],0,WO,,,
FIELD,,,reg557_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg558,0x00001170,,,,,,,
FIELD,,,reg558_f1,[31:22],0,,,,
FIELD,,,reg558_f2,[21:12],0,,,,
FIELD,,,reg558_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg559,0x00001178,,,,,,,
FIELD,,,reg559_f1,31,1,,,,
FIELD,,,reg559_f2,30,1,,,,
FIELD,,,reg559_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg560,0x00001180,,,,,,,
FIELD,,,reg560_f1,[31:30],2'b0,RO,,,
FIELD,,,reg560_f2,29,1,RO,,,
FIELD,,,reg560_f3,28,1,RO,,,
FIELD,,,reg560_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg561,0x00001188,,,,,,,
FIELD,,,reg561_f1,[31:28],4'b0,,,,
FIELD,,,reg561_f2,27,1'b0,,,,
FIELD,,,reg561_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg562,0x00001190,,,,,,,
FIELD,,,reg562_f1,[31:30],1'b1,RO,,,
FIELD,,,reg562_f2,[29:15],0,,,,
FIELD,,,reg562_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg563,0x00001198,,,,,,,
FIELD,,,reg563_f1,[31:16],1'b1,,,,
FIELD,,,reg563_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg564,0x000011a0,,,,,,,
FIELD,,,reg564_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg565,0x000011a8,,,,,,,
FIELD,,,reg565_f1,31,0,,,,
FIELD,,,reg565_f2,[28:26],2,,,,
FIELD,,,reg565_f3,[25:19],83,,,,
FIELD,,,reg565_f4,[18:6],3072,,,,
FIELD,,,reg565_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg566,0x000011b0,,,,,,,
FIELD,,,reg566_f1,31,0,,,,
FIELD,,,reg566_f2,30,1,,,,
FIELD,,,reg566_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg567,0x000011b8,,,,,,,
FIELD,,,reg567_f1,[31:24],0,WO,,,
FIELD,,,reg567_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg568,0x000011c0,,,,,,,
FIELD,,,reg568_f1,[31:22],0,,,,
FIELD,,,reg568_f2,[21:12],0,,,,
FIELD,,,reg568_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg569,0x000011c8,,,,,,,
FIELD,,,reg569_f1,31,1,,,,
FIELD,,,reg569_f2,30,1,,,,
FIELD,,,reg569_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg570,0x000011d0,,,,,,,
FIELD,,,reg570_f1,[31:30],2'b0,RO,,,
FIELD,,,reg570_f2,29,1,RO,,,
FIELD,,,reg570_f3,28,1,RO,,,
FIELD,,,reg570_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg571,0x000011d8,,,,,,,
FIELD,,,reg571_f1,[31:28],4'b0,,,,
FIELD,,,reg571_f2,27,1'b0,,,,
FIELD,,,reg571_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg572,0x000011e0,,,,,,,
FIELD,,,reg572_f1,[31:30],1'b1,RO,,,
FIELD,,,reg572_f2,[29:15],0,,,,
FIELD,,,reg572_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg573,0x000011e8,,,,,,,
FIELD,,,reg573_f1,[31:16],1'b1,,,,
FIELD,,,reg573_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg574,0x000011f0,,,,,,,
FIELD,,,reg574_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg575,0x000011f8,,,,,,,
FIELD,,,reg575_f1,31,0,,,,
FIELD,,,reg575_f2,[28:26],2,,,,
FIELD,,,reg575_f3,[25:19],83,,,,
FIELD,,,reg575_f4,[18:6],3072,,,,
FIELD,,,reg575_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg576,0x00001200,,,,,,,
FIELD,,,reg576_f1,31,0,,,,
FIELD,,,reg576_f2,30,1,,,,
FIELD,,,reg576_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg577,0x00001208,,,,,,,
FIELD,,,reg577_f1,[31:24],0,WO,,,
FIELD,,,reg577_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg578,0x00001210,,,,,,,
FIELD,,,reg578_f1,[31:22],0,,,,
FIELD,,,reg578_f2,[21:12],0,,,,
FIELD,,,reg578_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg579,0x00001218,,,,,,,
FIELD,,,reg579_f1,31,1,,,,
FIELD,,,reg579_f2,30,1,,,,
FIELD,,,reg579_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg580,0x00001220,,,,,,,
FIELD,,,reg580_f1,[31:30],2'b0,RO,,,
FIELD,,,reg580_f2,29,1,RO,,,
FIELD,,,reg580_f3,28,1,RO,,,
FIELD,,,reg580_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg581,0x00001228,,,,,,,
FIELD,,,reg581_f1,[31:28],4'b0,,,,
FIELD,,,reg581_f2,27,1'b0,,,,
FIELD,,,reg581_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg582,0x00001230,,,,,,,
FIELD,,,reg582_f1,[31:30],1'b1,RO,,,
FIELD,,,reg582_f2,[29:15],0,,,,
FIELD,,,reg582_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg583,0x00001238,,,,,,,
FIELD,,,reg583_f1,[31:16],1'b1,,,,
FIELD,,,reg583_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg584,0x00001240,,,,,,,
FIELD,,,reg584_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg585,0x00001248,,,,,,,
FIELD,,,reg585_f1,31,0,,,,
FIELD,,,reg585_f2,[28:26],2,,,,
FIELD,,,reg585_f3,[25:19],83,,,,
FIELD,,,reg585_f4,[18:6],3072,,,,
FIELD,,,reg585_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg586,0x00001250,,,,,,,
FIELD,,,reg586_f1,31,0,,,,
FIELD,,,reg586_f2,30,1,,,,
FIELD,,,reg586_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg587,0x00001258,,,,,,,
FIELD,,,reg587_f1,[31:24],0,WO,,,
FIELD,,,reg587_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg588,0x00001260,,,,,,,
FIELD,,,reg588_f1,[31:22],0,,,,
FIELD,,,reg588_f2,[21:12],0,,,,
FIELD,,,reg588_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg589,0x00001268,,,,,,,
FIELD,,,reg589_f1,31,1,,,,
FIELD,,,reg589_f2,30,1,,,,
FIELD,,,reg589_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg590,0x00001270,,,,,,,
FIELD,,,reg590_f1,[31:30],2'b0,RO,,,
FIELD,,,reg590_f2,29,1,RO,,,
FIELD,,,reg590_f3,28,1,RO,,,
FIELD,,,reg590_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg591,0x00001278,,,,,,,
FIELD,,,reg591_f1,[31:28],4'b0,,,,
FIELD,,,reg591_f2,27,1'b0,,,,
FIELD,,,reg591_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg592,0x00001280,,,,,,,
FIELD,,,reg592_f1,[31:30],1'b1,RO,,,
FIELD,,,reg592_f2,[29:15],0,,,,
FIELD,,,reg592_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg593,0x00001288,,,,,,,
FIELD,,,reg593_f1,[31:16],1'b1,,,,
FIELD,,,reg593_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg594,0x00001290,,,,,,,
FIELD,,,reg594_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg595,0x00001298,,,,,,,
FIELD,,,reg595_f1,31,0,,,,
FIELD,,,reg595_f2,[28:26],2,,,,
FIELD,,,reg595_f3,[25:19],83,,,,
FIELD,,,reg595_f4,[18:6],3072,,,,
FIELD,,,reg595_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg596,0x000012a0,,,,,,,
FIELD,,,reg596_f1,31,0,,,,
FIELD,,,reg596_f2,30,1,,,,
FIELD,,,reg596_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg597,0x000012a8,,,,,,,
FIELD,,,reg597_f1,[31:24],0,WO,,,
FIELD,,,reg597_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg598,0x000012b0,,,,,,,
FIELD,,,reg598_f1,[31:22],0,,,,
FIELD,,,reg598_f2,[21:12],0,,,,
FIELD,,,reg598_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg599,0x000012b8,,,,,,,
FIELD,,,reg599_f1,31,1,,,,
FIELD,,,reg599_f2,30,1,,,,
FIELD,,,reg599_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg600,0x000012c0,,,,,,,
FIELD,,,reg600_f1,[31:30],2'b0,RO,,,
FIELD,,,reg600_f2,29,1,RO,,,
FIELD,,,reg600_f3,28,1,RO,,,
FIELD,,,reg600_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg601,0x000012c8,,,,,,,
FIELD,,,reg601_f1,[31:28],4'b0,,,,
FIELD,,,reg601_f2,27,1'b0,,,,
FIELD,,,reg601_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg602,0x000012d0,,,,,,,
FIELD,,,reg602_f1,[31:30],1'b1,RO,,,
FIELD,,,reg602_f2,[29:15],0,,,,
FIELD,,,reg602_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg603,0x000012d8,,,,,,,
FIELD,,,reg603_f1,[31:16],1'b1,,,,
FIELD,,,reg603_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg604,0x000012e0,,,,,,,
FIELD,,,reg604_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg605,0x000012e8,,,,,,,
FIELD,,,reg605_f1,31,0,,,,
FIELD,,,reg605_f2,[28:26],2,,,,
FIELD,,,reg605_f3,[25:19],83,,,,
FIELD,,,reg605_f4,[18:6],3072,,,,
FIELD,,,reg605_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg606,0x000012f0,,,,,,,
FIELD,,,reg606_f1,31,0,,,,
FIELD,,,reg606_f2,30,1,,,,
FIELD,,,reg606_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg607,0x000012f8,,,,,,,
FIELD,,,reg607_f1,[31:24],0,WO,,,
FIELD,,,reg607_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg608,0x00001300,,,,,,,
FIELD,,,reg608_f1,[31:22],0,,,,
FIELD,,,reg608_f2,[21:12],0,,,,
FIELD,,,reg608_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg609,0x00001308,,,,,,,
FIELD,,,reg609_f1,31,1,,,,
FIELD,,,reg609_f2,30,1,,,,
FIELD,,,reg609_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg610,0x00001310,,,,,,,
FIELD,,,reg610_f1,[31:30],2'b0,RO,,,
FIELD,,,reg610_f2,29,1,RO,,,
FIELD,,,reg610_f3,28,1,RO,,,
FIELD,,,reg610_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg611,0x00001318,,,,,,,
FIELD,,,reg611_f1,[31:28],4'b0,,,,
FIELD,,,reg611_f2,27,1'b0,,,,
FIELD,,,reg611_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg612,0x00001320,,,,,,,
FIELD,,,reg612_f1,[31:30],1'b1,RO,,,
FIELD,,,reg612_f2,[29:15],0,,,,
FIELD,,,reg612_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg613,0x00001328,,,,,,,
FIELD,,,reg613_f1,[31:16],1'b1,,,,
FIELD,,,reg613_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg614,0x00001330,,,,,,,
FIELD,,,reg614_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg615,0x00001338,,,,,,,
FIELD,,,reg615_f1,31,0,,,,
FIELD,,,reg615_f2,[28:26],2,,,,
FIELD,,,reg615_f3,[25:19],83,,,,
FIELD,,,reg615_f4,[18:6],3072,,,,
FIELD,,,reg615_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg616,0x00001340,,,,,,,
FIELD,,,reg616_f1,31,0,,,,
FIELD,,,reg616_f2,30,1,,,,
FIELD,,,reg616_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg617,0x00001348,,,,,,,
FIELD,,,reg617_f1,[31:24],0,WO,,,
FIELD,,,reg617_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg618,0x00001350,,,,,,,
FIELD,,,reg618_f1,[31:22],0,,,,
FIELD,,,reg618_f2,[21:12],0,,,,
FIELD,,,reg618_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg619,0x00001358,,,,,,,
FIELD,,,reg619_f1,31,1,,,,
FIELD,,,reg619_f2,30,1,,,,
FIELD,,,reg619_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg620,0x00001360,,,,,,,
FIELD,,,reg620_f1,[31:30],2'b0,RO,,,
FIELD,,,reg620_f2,29,1,RO,,,
FIELD,,,reg620_f3,28,1,RO,,,
FIELD,,,reg620_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg621,0x00001368,,,,,,,
FIELD,,,reg621_f1,[31:28],4'b0,,,,
FIELD,,,reg621_f2,27,1'b0,,,,
FIELD,,,reg621_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg622,0x00001370,,,,,,,
FIELD,,,reg622_f1,[31:30],1'b1,RO,,,
FIELD,,,reg622_f2,[29:15],0,,,,
FIELD,,,reg622_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg623,0x00001378,,,,,,,
FIELD,,,reg623_f1,[31:16],1'b1,,,,
FIELD,,,reg623_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg624,0x00001380,,,,,,,
FIELD,,,reg624_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg625,0x00001388,,,,,,,
FIELD,,,reg625_f1,31,0,,,,
FIELD,,,reg625_f2,[28:26],2,,,,
FIELD,,,reg625_f3,[25:19],83,,,,
FIELD,,,reg625_f4,[18:6],3072,,,,
FIELD,,,reg625_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg626,0x00001390,,,,,,,
FIELD,,,reg626_f1,31,0,,,,
FIELD,,,reg626_f2,30,1,,,,
FIELD,,,reg626_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg627,0x00001398,,,,,,,
FIELD,,,reg627_f1,[31:24],0,WO,,,
FIELD,,,reg627_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg628,0x000013a0,,,,,,,
FIELD,,,reg628_f1,[31:22],0,,,,
FIELD,,,reg628_f2,[21:12],0,,,,
FIELD,,,reg628_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg629,0x000013a8,,,,,,,
FIELD,,,reg629_f1,31,1,,,,
FIELD,,,reg629_f2,30,1,,,,
FIELD,,,reg629_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg630,0x000013b0,,,,,,,
FIELD,,,reg630_f1,[31:30],2'b0,RO,,,
FIELD,,,reg630_f2,29,1,RO,,,
FIELD,,,reg630_f3,28,1,RO,,,
FIELD,,,reg630_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg631,0x000013b8,,,,,,,
FIELD,,,reg631_f1,[31:28],4'b0,,,,
FIELD,,,reg631_f2,27,1'b0,,,,
FIELD,,,reg631_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg632,0x000013c0,,,,,,,
FIELD,,,reg632_f1,[31:30],1'b1,RO,,,
FIELD,,,reg632_f2,[29:15],0,,,,
FIELD,,,reg632_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg633,0x000013c8,,,,,,,
FIELD,,,reg633_f1,[31:16],1'b1,,,,
FIELD,,,reg633_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg634,0x000013d0,,,,,,,
FIELD,,,reg634_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg635,0x000013d8,,,,,,,
FIELD,,,reg635_f1,31,0,,,,
FIELD,,,reg635_f2,[28:26],2,,,,
FIELD,,,reg635_f3,[25:19],83,,,,
FIELD,,,reg635_f4,[18:6],3072,,,,
FIELD,,,reg635_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg636,0x000013e0,,,,,,,
FIELD,,,reg636_f1,31,0,,,,
FIELD,,,reg636_f2,30,1,,,,
FIELD,,,reg636_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg637,0x000013e8,,,,,,,
FIELD,,,reg637_f1,[31:24],0,WO,,,
FIELD,,,reg637_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg638,0x000013f0,,,,,,,
FIELD,,,reg638_f1,[31:22],0,,,,
FIELD,,,reg638_f2,[21:12],0,,,,
FIELD,,,reg638_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg639,0x000013f8,,,,,,,
FIELD,,,reg639_f1,31,1,,,,
FIELD,,,reg639_f2,30,1,,,,
FIELD,,,reg639_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg640,0x00001400,,,,,,,
FIELD,,,reg640_f1,[31:30],2'b0,RO,,,
FIELD,,,reg640_f2,29,1,RO,,,
FIELD,,,reg640_f3,28,1,RO,,,
FIELD,,,reg640_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg641,0x00001408,,,,,,,
FIELD,,,reg641_f1,[31:28],4'b0,,,,
FIELD,,,reg641_f2,27,1'b0,,,,
FIELD,,,reg641_f3,[26:0],1'b1,,,,
#,,,,,,,,,
